nohup: ignoring input
--- input variables ---
model path : results/variable_0/loss_0.0452_acc_65.51%_epoch_11.pt
learning rate : 0.010000
image size : 256
batch size : 32
epochs : 100
use cuda device : cuda:0
data root path : /HDD2/image_net/ILSVRC/Data/CLS-LOC/
class name path : /HDD2/image_net/LOC_synset_mapping.txt
Train Epoch 1 | [64/732000 (0.01%)] Loss 0.0116, Accuaracy 76.56%
Valid Epoch 77 | [17632/50000 (35.26%)] Loss 0.0871, Accuaracy 67.09%
Valid Epoch 77 | [19232/50000 (38.46%)] Loss 0.0877, Accuaracy 67.04%
Valid Epoch 77 | [20832/50000 (41.66%)] Loss 0.0875, Accuaracy 67.13%
Valid Epoch 77 | [22432/50000 (44.86%)] Loss 0.0874, Accuaracy 67.11%
Valid Epoch 77 | [24032/50000 (48.06%)] Loss 0.0873, Accuaracy 67.09%
Valid Epoch 77 | [25632/50000 (51.26%)] Loss 0.0869, Accuaracy 67.06%
Valid Epoch 77 | [27232/50000 (54.46%)] Loss 0.0866, Accuaracy 67.11%
Valid Epoch 77 | [28832/50000 (57.66%)] Loss 0.0868, Accuaracy 67.11%
Valid Epoch 77 | [30432/50000 (60.86%)] Loss 0.0869, Accuaracy 67.05%
Valid Epoch 77 | [32032/50000 (64.06%)] Loss 0.0872, Accuaracy 67.03%
Valid Epoch 77 | [33632/50000 (67.26%)] Loss 0.0877, Accuaracy 66.94%
Valid Epoch 77 | [35232/50000 (70.46%)] Loss 0.0880, Accuaracy 66.83%
Valid Epoch 77 | [36832/50000 (73.66%)] Loss 0.0879, Accuaracy 66.86%
Valid Epoch 77 | [38432/50000 (76.86%)] Loss 0.0879, Accuaracy 66.87%
Valid Epoch 77 | [40032/50000 (80.06%)] Loss 0.0879, Accuaracy 66.80%
Valid Epoch 77 | [41632/50000 (83.26%)] Loss 0.0878, Accuaracy 66.77%
Valid Epoch 77 | [43232/50000 (86.46%)] Loss 0.0877, Accuaracy 66.83%
Valid Epoch 77 | [44832/50000 (89.66%)] Loss 0.0875, Accuaracy 66.87%
Valid Epoch 77 | [46432/50000 (92.86%)] Loss 0.0875, Accuaracy 66.91%
Valid Epoch 77 | [48032/50000 (96.06%)] Loss 0.0877, Accuaracy 66.81%
Valid Epoch 77 | [49632/50000 (99.26%)] Loss 0.0881, Accuaracy 66.73%
Valid Epoch 77 | Avarage Loss 0.0881, Average Accuracy 66.75%
Train Epoch 78 | [64/732000 (0.01%)] Loss 0.0012, Accuaracy 96.88%
Train Epoch 78 | [12864/732000 (1.76%)] Loss 0.0013, Accuaracy 97.40%
Train Epoch 78 | [25664/732000 (3.51%)] Loss 0.0013, Accuaracy 97.45%
Train Epoch 78 | [38464/732000 (5.25%)] Loss 0.0013, Accuaracy 97.42%
Train Epoch 78 | [51264/732000 (7.00%)] Loss 0.0013, Accuaracy 97.44%
Train Epoch 78 | [64064/732000 (8.75%)] Loss 0.0013, Accuaracy 97.38%
Train Epoch 78 | [76864/732000 (10.50%)] Loss 0.0013, Accuaracy 97.30%
Train Epoch 78 | [89664/732000 (12.25%)] Loss 0.0014, Accuaracy 97.27%
Train Epoch 78 | [102464/732000 (14.00%)] Loss 0.0014, Accuaracy 97.23%
Train Epoch 78 | [115264/732000 (15.75%)] Loss 0.0014, Accuaracy 97.18%
Train Epoch 78 | [128064/732000 (17.50%)] Loss 0.0014, Accuaracy 97.16%
Train Epoch 78 | [140864/732000 (19.24%)] Loss 0.0014, Accuaracy 97.13%
Train Epoch 78 | [153664/732000 (20.99%)] Loss 0.0014, Accuaracy 97.09%
Train Epoch 78 | [166464/732000 (22.74%)] Loss 0.0014, Accuaracy 97.07%
Train Epoch 78 | [179264/732000 (24.49%)] Loss 0.0014, Accuaracy 97.05%
Train Epoch 78 | [192064/732000 (26.24%)] Loss 0.0015, Accuaracy 97.03%
Train Epoch 78 | [204864/732000 (27.99%)] Loss 0.0015, Accuaracy 97.00%
Train Epoch 78 | [217664/732000 (29.74%)] Loss 0.0015, Accuaracy 97.00%
Train Epoch 78 | [230464/732000 (31.48%)] Loss 0.0015, Accuaracy 96.99%
Train Epoch 78 | [243264/732000 (33.23%)] Loss 0.0015, Accuaracy 96.99%
Train Epoch 78 | [256064/732000 (34.98%)] Loss 0.0015, Accuaracy 96.99%
Train Epoch 78 | [268864/732000 (36.73%)] Loss 0.0015, Accuaracy 96.99%
Train Epoch 78 | [281664/732000 (38.48%)] Loss 0.0015, Accuaracy 96.99%
Train Epoch 78 | [294464/732000 (40.23%)] Loss 0.0015, Accuaracy 96.98%
Train Epoch 78 | [307264/732000 (41.98%)] Loss 0.0015, Accuaracy 96.97%
Train Epoch 78 | [320064/732000 (43.72%)] Loss 0.0015, Accuaracy 96.97%
Train Epoch 78 | [332864/732000 (45.47%)] Loss 0.0015, Accuaracy 96.97%
Train Epoch 78 | [345664/732000 (47.22%)] Loss 0.0015, Accuaracy 96.96%
Train Epoch 78 | [358464/732000 (48.97%)] Loss 0.0015, Accuaracy 96.95%
Train Epoch 78 | [371264/732000 (50.72%)] Loss 0.0015, Accuaracy 96.95%
Train Epoch 78 | [384064/732000 (52.47%)] Loss 0.0015, Accuaracy 96.94%
Train Epoch 78 | [396864/732000 (54.22%)] Loss 0.0015, Accuaracy 96.93%
Train Epoch 78 | [409664/732000 (55.97%)] Loss 0.0015, Accuaracy 96.93%
Train Epoch 78 | [422464/732000 (57.71%)] Loss 0.0015, Accuaracy 96.93%
Train Epoch 78 | [435264/732000 (59.46%)] Loss 0.0015, Accuaracy 96.92%
Train Epoch 78 | [448064/732000 (61.21%)] Loss 0.0015, Accuaracy 96.92%
Train Epoch 78 | [460864/732000 (62.96%)] Loss 0.0015, Accuaracy 96.91%
Train Epoch 78 | [473664/732000 (64.71%)] Loss 0.0015, Accuaracy 96.90%
Train Epoch 78 | [486464/732000 (66.46%)] Loss 0.0015, Accuaracy 96.90%
Train Epoch 78 | [499264/732000 (68.21%)] Loss 0.0015, Accuaracy 96.90%
Train Epoch 78 | [512064/732000 (69.95%)] Loss 0.0015, Accuaracy 96.89%
Train Epoch 78 | [524864/732000 (71.70%)] Loss 0.0016, Accuaracy 96.88%
Train Epoch 78 | [537664/732000 (73.45%)] Loss 0.0016, Accuaracy 96.87%
Train Epoch 78 | [550464/732000 (75.20%)] Loss 0.0016, Accuaracy 96.87%
Train Epoch 78 | [563264/732000 (76.95%)] Loss 0.0016, Accuaracy 96.86%
Train Epoch 78 | [576064/732000 (78.70%)] Loss 0.0016, Accuaracy 96.86%
Train Epoch 78 | [588864/732000 (80.45%)] Loss 0.0016, Accuaracy 96.85%
Train Epoch 78 | [601664/732000 (82.19%)] Loss 0.0016, Accuaracy 96.85%
Train Epoch 78 | [614464/732000 (83.94%)] Loss 0.0016, Accuaracy 96.84%
Train Epoch 78 | [627264/732000 (85.69%)] Loss 0.0016, Accuaracy 96.84%
Train Epoch 78 | [640064/732000 (87.44%)] Loss 0.0016, Accuaracy 96.83%
Train Epoch 78 | [652864/732000 (89.19%)] Loss 0.0016, Accuaracy 96.83%
Train Epoch 78 | [665664/732000 (90.94%)] Loss 0.0016, Accuaracy 96.83%
Train Epoch 78 | [678464/732000 (92.69%)] Loss 0.0016, Accuaracy 96.82%
Train Epoch 78 | [691264/732000 (94.43%)] Loss 0.0016, Accuaracy 96.80%
Train Epoch 78 | [704064/732000 (96.18%)] Loss 0.0016, Accuaracy 96.81%
Train Epoch 78 | [716864/732000 (97.93%)] Loss 0.0016, Accuaracy 96.80%
Train Epoch 78 | [729664/732000 (99.68%)] Loss 0.0016, Accuaracy 96.79%
Train Epoch 78 | Avarage Loss 0.0016, Average Accuracy 96.79%
Valid Epoch 78 | [32/50000 (0.06%)] Loss 0.1296, Accuaracy 65.62%
Valid Epoch 78 | [1632/50000 (3.26%)] Loss 0.0885, Accuaracy 66.91%
Valid Epoch 78 | [3232/50000 (6.46%)] Loss 0.0890, Accuaracy 66.34%
Valid Epoch 78 | [4832/50000 (9.66%)] Loss 0.0885, Accuaracy 66.35%
Valid Epoch 78 | [6432/50000 (12.86%)] Loss 0.0881, Accuaracy 66.71%
Valid Epoch 78 | [8032/50000 (16.06%)] Loss 0.0876, Accuaracy 67.08%
Valid Epoch 78 | [9632/50000 (19.26%)] Loss 0.0869, Accuaracy 67.17%
Valid Epoch 78 | [11232/50000 (22.46%)] Loss 0.0870, Accuaracy 67.14%
Valid Epoch 78 | [12832/50000 (25.66%)] Loss 0.0864, Accuaracy 67.37%
Valid Epoch 78 | [14432/50000 (28.86%)] Loss 0.0862, Accuaracy 67.38%
Valid Epoch 78 | [16032/50000 (32.06%)] Loss 0.0864, Accuaracy 67.18%
Valid Epoch 78 | [17632/50000 (35.26%)] Loss 0.0866, Accuaracy 67.11%
Valid Epoch 78 | [19232/50000 (38.46%)] Loss 0.0867, Accuaracy 66.96%
Valid Epoch 78 | [20832/50000 (41.66%)] Loss 0.0871, Accuaracy 66.90%
Valid Epoch 78 | [22432/50000 (44.86%)] Loss 0.0871, Accuaracy 66.91%
Valid Epoch 78 | [24032/50000 (48.06%)] Loss 0.0870, Accuaracy 66.91%
Valid Epoch 78 | [25632/50000 (51.26%)] Loss 0.0868, Accuaracy 66.94%
Valid Epoch 78 | [27232/50000 (54.46%)] Loss 0.0870, Accuaracy 66.83%
Valid Epoch 78 | [28832/50000 (57.66%)] Loss 0.0869, Accuaracy 66.89%
Valid Epoch 78 | [30432/50000 (60.86%)] Loss 0.0867, Accuaracy 66.92%
Valid Epoch 78 | [32032/50000 (64.06%)] Loss 0.0869, Accuaracy 66.88%
Valid Epoch 78 | [33632/50000 (67.26%)] Loss 0.0864, Accuaracy 67.02%
Valid Epoch 78 | [35232/50000 (70.46%)] Loss 0.0866, Accuaracy 66.96%
Valid Epoch 78 | [36832/50000 (73.66%)] Loss 0.0866, Accuaracy 66.96%
Valid Epoch 78 | [38432/50000 (76.86%)] Loss 0.0864, Accuaracy 67.01%
Valid Epoch 78 | [40032/50000 (80.06%)] Loss 0.0864, Accuaracy 67.01%
Valid Epoch 78 | [41632/50000 (83.26%)] Loss 0.0867, Accuaracy 66.97%
Valid Epoch 78 | [43232/50000 (86.46%)] Loss 0.0867, Accuaracy 67.03%
Valid Epoch 78 | [44832/50000 (89.66%)] Loss 0.0867, Accuaracy 67.06%
Valid Epoch 78 | [46432/50000 (92.86%)] Loss 0.0866, Accuaracy 67.03%
Valid Epoch 78 | [48032/50000 (96.06%)] Loss 0.0869, Accuaracy 66.97%
Valid Epoch 78 | [49632/50000 (99.26%)] Loss 0.0872, Accuaracy 66.91%
Valid Epoch 78 | Avarage Loss 0.0872, Average Accuracy 66.91%
Train Epoch 79 | [64/732000 (0.01%)] Loss 0.0012, Accuaracy 96.88%
Train Epoch 79 | [12864/732000 (1.76%)] Loss 0.0013, Accuaracy 97.25%
Train Epoch 79 | [25664/732000 (3.51%)] Loss 0.0013, Accuaracy 97.34%
Train Epoch 79 | [38464/732000 (5.25%)] Loss 0.0013, Accuaracy 97.22%
Train Epoch 79 | [51264/732000 (7.00%)] Loss 0.0013, Accuaracy 97.24%
Train Epoch 79 | [64064/732000 (8.75%)] Loss 0.0013, Accuaracy 97.31%
Train Epoch 79 | [76864/732000 (10.50%)] Loss 0.0013, Accuaracy 97.32%
Train Epoch 79 | [89664/732000 (12.25%)] Loss 0.0013, Accuaracy 97.32%
Train Epoch 79 | [102464/732000 (14.00%)] Loss 0.0013, Accuaracy 97.31%
Train Epoch 79 | [115264/732000 (15.75%)] Loss 0.0013, Accuaracy 97.28%
Train Epoch 79 | [128064/732000 (17.50%)] Loss 0.0014, Accuaracy 97.22%
Train Epoch 79 | [140864/732000 (19.24%)] Loss 0.0014, Accuaracy 97.18%
Train Epoch 79 | [153664/732000 (20.99%)] Loss 0.0014, Accuaracy 97.16%
Train Epoch 79 | [166464/732000 (22.74%)] Loss 0.0014, Accuaracy 97.14%
Train Epoch 79 | [179264/732000 (24.49%)] Loss 0.0014, Accuaracy 97.12%
Train Epoch 79 | [192064/732000 (26.24%)] Loss 0.0014, Accuaracy 97.12%
Train Epoch 79 | [204864/732000 (27.99%)] Loss 0.0014, Accuaracy 97.10%
Train Epoch 79 | [217664/732000 (29.74%)] Loss 0.0014, Accuaracy 97.09%
Train Epoch 79 | [230464/732000 (31.48%)] Loss 0.0014, Accuaracy 97.09%
Train Epoch 79 | [243264/732000 (33.23%)] Loss 0.0014, Accuaracy 97.09%
Train Epoch 79 | [256064/732000 (34.98%)] Loss 0.0014, Accuaracy 97.07%
Train Epoch 79 | [268864/732000 (36.73%)] Loss 0.0015, Accuaracy 97.04%
Train Epoch 79 | [281664/732000 (38.48%)] Loss 0.0015, Accuaracy 97.05%
Train Epoch 79 | [294464/732000 (40.23%)] Loss 0.0015, Accuaracy 97.03%
Train Epoch 79 | [307264/732000 (41.98%)] Loss 0.0015, Accuaracy 97.03%
Train Epoch 79 | [320064/732000 (43.72%)] Loss 0.0015, Accuaracy 97.01%
Train Epoch 79 | [332864/732000 (45.47%)] Loss 0.0015, Accuaracy 97.01%
Train Epoch 79 | [345664/732000 (47.22%)] Loss 0.0015, Accuaracy 97.00%
Train Epoch 79 | [358464/732000 (48.97%)] Loss 0.0015, Accuaracy 96.98%
Train Epoch 79 | [371264/732000 (50.72%)] Loss 0.0015, Accuaracy 96.97%
Train Epoch 79 | [384064/732000 (52.47%)] Loss 0.0015, Accuaracy 96.97%
Train Epoch 79 | [396864/732000 (54.22%)] Loss 0.0015, Accuaracy 96.96%
Train Epoch 79 | [409664/732000 (55.97%)] Loss 0.0015, Accuaracy 96.95%
Train Epoch 79 | [422464/732000 (57.71%)] Loss 0.0015, Accuaracy 96.94%
Train Epoch 79 | [435264/732000 (59.46%)] Loss 0.0015, Accuaracy 96.94%
Train Epoch 79 | [448064/732000 (61.21%)] Loss 0.0015, Accuaracy 96.93%
Train Epoch 79 | [460864/732000 (62.96%)] Loss 0.0015, Accuaracy 96.93%
Train Epoch 79 | [473664/732000 (64.71%)] Loss 0.0015, Accuaracy 96.92%
Train Epoch 79 | [486464/732000 (66.46%)] Loss 0.0015, Accuaracy 96.91%
Train Epoch 79 | [499264/732000 (68.21%)] Loss 0.0015, Accuaracy 96.91%
Train Epoch 79 | [512064/732000 (69.95%)] Loss 0.0015, Accuaracy 96.90%
Train Epoch 79 | [524864/732000 (71.70%)] Loss 0.0015, Accuaracy 96.89%
Train Epoch 79 | [537664/732000 (73.45%)] Loss 0.0015, Accuaracy 96.89%
Train Epoch 79 | [550464/732000 (75.20%)] Loss 0.0015, Accuaracy 96.89%
Train Epoch 79 | [563264/732000 (76.95%)] Loss 0.0016, Accuaracy 96.88%
Train Epoch 79 | [576064/732000 (78.70%)] Loss 0.0016, Accuaracy 96.86%
Train Epoch 79 | [588864/732000 (80.45%)] Loss 0.0016, Accuaracy 96.86%
Train Epoch 79 | [601664/732000 (82.19%)] Loss 0.0016, Accuaracy 96.86%
Train Epoch 79 | [614464/732000 (83.94%)] Loss 0.0016, Accuaracy 96.85%
Train Epoch 79 | [627264/732000 (85.69%)] Loss 0.0016, Accuaracy 96.84%
Train Epoch 79 | [640064/732000 (87.44%)] Loss 0.0016, Accuaracy 96.84%
Train Epoch 79 | [652864/732000 (89.19%)] Loss 0.0016, Accuaracy 96.83%
Train Epoch 79 | [665664/732000 (90.94%)] Loss 0.0016, Accuaracy 96.82%
Train Epoch 79 | [678464/732000 (92.69%)] Loss 0.0016, Accuaracy 96.82%
Train Epoch 79 | [691264/732000 (94.43%)] Loss 0.0016, Accuaracy 96.81%
Train Epoch 79 | [704064/732000 (96.18%)] Loss 0.0016, Accuaracy 96.80%
Train Epoch 79 | [716864/732000 (97.93%)] Loss 0.0016, Accuaracy 96.81%
Train Epoch 79 | [729664/732000 (99.68%)] Loss 0.0016, Accuaracy 96.81%
Train Epoch 79 | Avarage Loss 0.0016, Average Accuracy 96.81%
Valid Epoch 79 | [32/50000 (0.06%)] Loss 0.0895, Accuaracy 68.75%
Valid Epoch 79 | [1632/50000 (3.26%)] Loss 0.0865, Accuaracy 66.48%
Valid Epoch 79 | [3232/50000 (6.46%)] Loss 0.0900, Accuaracy 66.37%
Valid Epoch 79 | [4832/50000 (9.66%)] Loss 0.0920, Accuaracy 65.77%
Valid Epoch 79 | [6432/50000 (12.86%)] Loss 0.0903, Accuaracy 66.14%
Valid Epoch 79 | [8032/50000 (16.06%)] Loss 0.0896, Accuaracy 66.33%
Valid Epoch 79 | [9632/50000 (19.26%)] Loss 0.0907, Accuaracy 66.31%
Valid Epoch 79 | [11232/50000 (22.46%)] Loss 0.0908, Accuaracy 66.10%
Valid Epoch 79 | [12832/50000 (25.66%)] Loss 0.0900, Accuaracy 66.26%
Valid Epoch 79 | [14432/50000 (28.86%)] Loss 0.0889, Accuaracy 66.55%
Valid Epoch 79 | [16032/50000 (32.06%)] Loss 0.0890, Accuaracy 66.39%
Valid Epoch 79 | [17632/50000 (35.26%)] Loss 0.0888, Accuaracy 66.42%
Valid Epoch 79 | [19232/50000 (38.46%)] Loss 0.0888, Accuaracy 66.47%
Valid Epoch 79 | [20832/50000 (41.66%)] Loss 0.0887, Accuaracy 66.46%
Valid Epoch 79 | [22432/50000 (44.86%)] Loss 0.0882, Accuaracy 66.62%
Valid Epoch 79 | [24032/50000 (48.06%)] Loss 0.0878, Accuaracy 66.76%
Valid Epoch 79 | [25632/50000 (51.26%)] Loss 0.0882, Accuaracy 66.73%
Valid Epoch 79 | [27232/50000 (54.46%)] Loss 0.0883, Accuaracy 66.70%
Valid Epoch 79 | [28832/50000 (57.66%)] Loss 0.0881, Accuaracy 66.74%
Valid Epoch 79 | [30432/50000 (60.86%)] Loss 0.0883, Accuaracy 66.65%
Valid Epoch 79 | [32032/50000 (64.06%)] Loss 0.0878, Accuaracy 66.79%
Valid Epoch 79 | [33632/50000 (67.26%)] Loss 0.0877, Accuaracy 66.87%
Valid Epoch 79 | [35232/50000 (70.46%)] Loss 0.0872, Accuaracy 66.93%
Valid Epoch 79 | [36832/50000 (73.66%)] Loss 0.0876, Accuaracy 66.84%
Valid Epoch 79 | [38432/50000 (76.86%)] Loss 0.0875, Accuaracy 66.85%
Valid Epoch 79 | [40032/50000 (80.06%)] Loss 0.0876, Accuaracy 66.76%
Valid Epoch 79 | [41632/50000 (83.26%)] Loss 0.0876, Accuaracy 66.78%
Valid Epoch 79 | [43232/50000 (86.46%)] Loss 0.0877, Accuaracy 66.74%
Valid Epoch 79 | [44832/50000 (89.66%)] Loss 0.0875, Accuaracy 66.76%
Valid Epoch 79 | [46432/50000 (92.86%)] Loss 0.0877, Accuaracy 66.71%
Valid Epoch 79 | [48032/50000 (96.06%)] Loss 0.0876, Accuaracy 66.72%
Valid Epoch 79 | [49632/50000 (99.26%)] Loss 0.0875, Accuaracy 66.77%
Valid Epoch 79 | Avarage Loss 0.0876, Average Accuracy 66.74%
Train Epoch 80 | [64/732000 (0.01%)] Loss 0.0030, Accuaracy 93.75%
Train Epoch 80 | [12864/732000 (1.76%)] Loss 0.0013, Accuaracy 97.53%
Train Epoch 80 | [25664/732000 (3.51%)] Loss 0.0013, Accuaracy 97.44%
Train Epoch 80 | [38464/732000 (5.25%)] Loss 0.0013, Accuaracy 97.42%
Train Epoch 80 | [51264/732000 (7.00%)] Loss 0.0013, Accuaracy 97.43%
Train Epoch 80 | [64064/732000 (8.75%)] Loss 0.0013, Accuaracy 97.45%
Train Epoch 80 | [76864/732000 (10.50%)] Loss 0.0013, Accuaracy 97.42%
Train Epoch 80 | [89664/732000 (12.25%)] Loss 0.0013, Accuaracy 97.35%
Train Epoch 80 | [102464/732000 (14.00%)] Loss 0.0013, Accuaracy 97.36%
Train Epoch 80 | [115264/732000 (15.75%)] Loss 0.0013, Accuaracy 97.35%
Train Epoch 80 | [128064/732000 (17.50%)] Loss 0.0013, Accuaracy 97.33%
Train Epoch 80 | [140864/732000 (19.24%)] Loss 0.0014, Accuaracy 97.28%
Train Epoch 80 | [153664/732000 (20.99%)] Loss 0.0014, Accuaracy 97.26%
Train Epoch 80 | [166464/732000 (22.74%)] Loss 0.0014, Accuaracy 97.23%
Train Epoch 80 | [179264/732000 (24.49%)] Loss 0.0014, Accuaracy 97.20%
Train Epoch 80 | [192064/732000 (26.24%)] Loss 0.0014, Accuaracy 97.18%
Train Epoch 80 | [204864/732000 (27.99%)] Loss 0.0014, Accuaracy 97.17%
Train Epoch 80 | [217664/732000 (29.74%)] Loss 0.0014, Accuaracy 97.16%
Train Epoch 80 | [230464/732000 (31.48%)] Loss 0.0014, Accuaracy 97.16%
Train Epoch 80 | [243264/732000 (33.23%)] Loss 0.0014, Accuaracy 97.14%
Train Epoch 80 | [256064/732000 (34.98%)] Loss 0.0014, Accuaracy 97.13%
Train Epoch 80 | [268864/732000 (36.73%)] Loss 0.0014, Accuaracy 97.11%
Train Epoch 80 | [281664/732000 (38.48%)] Loss 0.0015, Accuaracy 97.08%
Train Epoch 80 | [294464/732000 (40.23%)] Loss 0.0015, Accuaracy 97.08%
Train Epoch 80 | [307264/732000 (41.98%)] Loss 0.0015, Accuaracy 97.08%
Train Epoch 80 | [320064/732000 (43.72%)] Loss 0.0015, Accuaracy 97.07%
Train Epoch 80 | [332864/732000 (45.47%)] Loss 0.0015, Accuaracy 97.05%
Train Epoch 80 | [345664/732000 (47.22%)] Loss 0.0015, Accuaracy 97.04%
Train Epoch 80 | [358464/732000 (48.97%)] Loss 0.0015, Accuaracy 97.04%
Train Epoch 80 | [371264/732000 (50.72%)] Loss 0.0015, Accuaracy 97.03%
Train Epoch 80 | [384064/732000 (52.47%)] Loss 0.0015, Accuaracy 97.02%
Train Epoch 80 | [396864/732000 (54.22%)] Loss 0.0015, Accuaracy 97.01%
Train Epoch 80 | [409664/732000 (55.97%)] Loss 0.0015, Accuaracy 96.99%
Train Epoch 80 | [422464/732000 (57.71%)] Loss 0.0015, Accuaracy 96.99%
Train Epoch 80 | [435264/732000 (59.46%)] Loss 0.0015, Accuaracy 96.98%
Train Epoch 80 | [448064/732000 (61.21%)] Loss 0.0015, Accuaracy 96.98%
Train Epoch 80 | [460864/732000 (62.96%)] Loss 0.0015, Accuaracy 96.97%
Train Epoch 80 | [473664/732000 (64.71%)] Loss 0.0015, Accuaracy 96.96%
Train Epoch 80 | [486464/732000 (66.46%)] Loss 0.0015, Accuaracy 96.94%
Train Epoch 80 | [499264/732000 (68.21%)] Loss 0.0015, Accuaracy 96.94%
Train Epoch 80 | [512064/732000 (69.95%)] Loss 0.0015, Accuaracy 96.92%
Train Epoch 80 | [524864/732000 (71.70%)] Loss 0.0015, Accuaracy 96.92%
Train Epoch 80 | [537664/732000 (73.45%)] Loss 0.0015, Accuaracy 96.91%
Train Epoch 80 | [550464/732000 (75.20%)] Loss 0.0015, Accuaracy 96.91%
Train Epoch 80 | [563264/732000 (76.95%)] Loss 0.0015, Accuaracy 96.91%
Train Epoch 80 | [576064/732000 (78.70%)] Loss 0.0015, Accuaracy 96.91%
Train Epoch 80 | [588864/732000 (80.45%)] Loss 0.0015, Accuaracy 96.91%
Train Epoch 80 | [601664/732000 (82.19%)] Loss 0.0015, Accuaracy 96.91%
Train Epoch 80 | [614464/732000 (83.94%)] Loss 0.0015, Accuaracy 96.90%
Train Epoch 80 | [627264/732000 (85.69%)] Loss 0.0015, Accuaracy 96.90%
Train Epoch 80 | [640064/732000 (87.44%)] Loss 0.0015, Accuaracy 96.89%
Train Epoch 80 | [652864/732000 (89.19%)] Loss 0.0016, Accuaracy 96.88%
Train Epoch 80 | [665664/732000 (90.94%)] Loss 0.0016, Accuaracy 96.87%
Train Epoch 80 | [678464/732000 (92.69%)] Loss 0.0016, Accuaracy 96.87%
Train Epoch 80 | [691264/732000 (94.43%)] Loss 0.0016, Accuaracy 96.86%
Train Epoch 80 | [704064/732000 (96.18%)] Loss 0.0016, Accuaracy 96.86%
Train Epoch 80 | [716864/732000 (97.93%)] Loss 0.0016, Accuaracy 96.85%
Train Epoch 80 | [729664/732000 (99.68%)] Loss 0.0016, Accuaracy 96.85%
Train Epoch 80 | Avarage Loss 0.0016, Average Accuracy 96.84%
Valid Epoch 80 | [32/50000 (0.06%)] Loss 0.1480, Accuaracy 43.75%
Valid Epoch 80 | [1632/50000 (3.26%)] Loss 0.0842, Accuaracy 67.52%
Valid Epoch 80 | [3232/50000 (6.46%)] Loss 0.0801, Accuaracy 68.01%
Valid Epoch 80 | [4832/50000 (9.66%)] Loss 0.0826, Accuaracy 67.45%
Valid Epoch 80 | [6432/50000 (12.86%)] Loss 0.0852, Accuaracy 66.88%
Valid Epoch 80 | [8032/50000 (16.06%)] Loss 0.0858, Accuaracy 66.63%
Valid Epoch 80 | [9632/50000 (19.26%)] Loss 0.0866, Accuaracy 66.53%
Valid Epoch 80 | [11232/50000 (22.46%)] Loss 0.0865, Accuaracy 66.68%
Valid Epoch 80 | [12832/50000 (25.66%)] Loss 0.0859, Accuaracy 66.65%
Valid Epoch 80 | [14432/50000 (28.86%)] Loss 0.0863, Accuaracy 66.52%
Valid Epoch 80 | [16032/50000 (32.06%)] Loss 0.0857, Accuaracy 66.64%
Valid Epoch 80 | [17632/50000 (35.26%)] Loss 0.0851, Accuaracy 66.69%
Valid Epoch 80 | [19232/50000 (38.46%)] Loss 0.0850, Accuaracy 66.78%
Valid Epoch 80 | [20832/50000 (41.66%)] Loss 0.0853, Accuaracy 66.75%
Valid Epoch 80 | [22432/50000 (44.86%)] Loss 0.0856, Accuaracy 66.66%
Valid Epoch 80 | [24032/50000 (48.06%)] Loss 0.0857, Accuaracy 66.52%
Valid Epoch 80 | [25632/50000 (51.26%)] Loss 0.0858, Accuaracy 66.54%
Valid Epoch 80 | [27232/50000 (54.46%)] Loss 0.0859, Accuaracy 66.59%
Valid Epoch 80 | [28832/50000 (57.66%)] Loss 0.0861, Accuaracy 66.56%
Valid Epoch 80 | [30432/50000 (60.86%)] Loss 0.0866, Accuaracy 66.46%
Valid Epoch 80 | [32032/50000 (64.06%)] Loss 0.0865, Accuaracy 66.51%
Valid Epoch 80 | [33632/50000 (67.26%)] Loss 0.0865, Accuaracy 66.51%
Valid Epoch 80 | [35232/50000 (70.46%)] Loss 0.0868, Accuaracy 66.49%
Valid Epoch 80 | [36832/50000 (73.66%)] Loss 0.0869, Accuaracy 66.44%
Valid Epoch 80 | [38432/50000 (76.86%)] Loss 0.0870, Accuaracy 66.53%
Valid Epoch 80 | [40032/50000 (80.06%)] Loss 0.0870, Accuaracy 66.45%
Valid Epoch 80 | [41632/50000 (83.26%)] Loss 0.0872, Accuaracy 66.45%
Valid Epoch 80 | [43232/50000 (86.46%)] Loss 0.0871, Accuaracy 66.49%
Valid Epoch 80 | [44832/50000 (89.66%)] Loss 0.0869, Accuaracy 66.48%
Valid Epoch 80 | [46432/50000 (92.86%)] Loss 0.0868, Accuaracy 66.47%
Valid Epoch 80 | [48032/50000 (96.06%)] Loss 0.0869, Accuaracy 66.47%
Valid Epoch 80 | [49632/50000 (99.26%)] Loss 0.0869, Accuaracy 66.42%
Valid Epoch 80 | Avarage Loss 0.0869, Average Accuracy 66.43%
Train Epoch 81 | [64/732000 (0.01%)] Loss 0.0037, Accuaracy 93.75%
Train Epoch 81 | [12864/732000 (1.76%)] Loss 0.0012, Accuaracy 97.43%
Train Epoch 81 | [25664/732000 (3.51%)] Loss 0.0013, Accuaracy 97.26%
Train Epoch 81 | [38464/732000 (5.25%)] Loss 0.0013, Accuaracy 97.31%
Train Epoch 81 | [51264/732000 (7.00%)] Loss 0.0013, Accuaracy 97.30%
Train Epoch 81 | [64064/732000 (8.75%)] Loss 0.0013, Accuaracy 97.31%
Train Epoch 81 | [76864/732000 (10.50%)] Loss 0.0013, Accuaracy 97.27%
